CIDADE_INI,CIDADE_FIM,N_AUTOS,EMPRESA,DESCRICAO,CARACTERISTICA
CAFELÂNDIA,PENÁPOLIS,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
CAFELÂNDIA,PENÁPOLIS,8042A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ARACATUBA,Rodoviária Convencional
CAFELÂNDIA,PENÁPOLIS,8042L,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ARACATUBA,Rodoviário Leito
CAFELÂNDIA,PIRAJUÍ,1807A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ARACATUBA,Rodoviária Convencional
CAFELÂNDIA,PIRAJUÍ,6352A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - SAO JOSE DO RIO PRETO,Rodoviária Convencional
CAFELÂNDIA,PIRAJUÍ,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
CAFELÂNDIA,PIRAJUÍ,7361A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - JOSE BONIFACIO,Rodoviária Convencional
CAFELÂNDIA,PIRAJUÍ,8042A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ARACATUBA,Rodoviária Convencional
CAFELÂNDIA,PIRAJUÍ,8042L,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ARACATUBA,Rodoviário Leito
CAFELÂNDIA,PIRAJUÍ,8382A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,BAURU - LINS,Semiurbana
CAFELÂNDIA,PONGAÍ,5916A,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
CAFELÂNDIA,PONGAÍ,5916B,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
CAFELÂNDIA,PRESIDENTE ALVES,8382A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,BAURU - LINS,Semiurbana
CAFELÂNDIA,PROMISSÃO,6352A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - SAO JOSE DO RIO PRETO,Rodoviária Convencional
CAFELÂNDIA,PROMISSÃO,7361A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - JOSE BONIFACIO,Rodoviária Convencional
CAFELÂNDIA,SÃO JOSÉ DO RIO PRETO,6352A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - SAO JOSE DO RIO PRETO,Rodoviária Convencional
CAFELÂNDIA,SÃO PAULO,7361A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - JOSE BONIFACIO,Rodoviária Convencional
CAFELÂNDIA,SÃO PAULO,8042A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ARACATUBA,Rodoviária Convencional
CAFELÂNDIA,SÃO PAULO,8042L,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ARACATUBA,Rodoviário Leito
CAFELÂNDIA,VALPARAÍSO,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
CAIABU,INDIANA,7084A,JANDAIA TRANSPORTES E TURISMO LTDA,CAIABU - PRESIDENTE PRUDENTE,Semiurbana
CAIABU,MARIÁPOLIS,7084A,JANDAIA TRANSPORTES E TURISMO LTDA,CAIABU - PRESIDENTE PRUDENTE,Semiurbana
CAIABU,MARTINÓPOLIS,7084A,JANDAIA TRANSPORTES E TURISMO LTDA,CAIABU - PRESIDENTE PRUDENTE,Semiurbana
CAIABU,PRESIDENTE PRUDENTE,7084A,JANDAIA TRANSPORTES E TURISMO LTDA,CAIABU - PRESIDENTE PRUDENTE,Semiurbana
CAIUÁ,OSASCO,6995A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CAIUÁ,OSASCO,6995L,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
CAIUÁ,PARDINHO,6995A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CAIUÁ,PARDINHO,6995L,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
CAIUÁ,PIQUEROBI,6995A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CAIUÁ,PIQUEROBI,6995L,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
CAIUÁ,PIQUEROBI,7277A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - PRESIDENTE EPITACIO,Semiurbana
CAIUÁ,PRESIDENTE BERNARDES,6995A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CAIUÁ,PRESIDENTE BERNARDES,6995L,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
CAIUÁ,PRESIDENTE BERNARDES,7277A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - PRESIDENTE EPITACIO,Semiurbana
CAIUÁ,PRESIDENTE EPITÁCIO,6995A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CAIUÁ,PRESIDENTE EPITÁCIO,6995L,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
CAIUÁ,PRESIDENTE EPITÁCIO,7277A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - PRESIDENTE EPITACIO,Semiurbana
CAIUÁ,PRESIDENTE PRUDENTE,6995A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CAIUÁ,PRESIDENTE PRUDENTE,6995L,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
CAIUÁ,PRESIDENTE PRUDENTE,7277A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - PRESIDENTE EPITACIO,Semiurbana
CAIUÁ,PRESIDENTE VENCESLAU,6995A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CAIUÁ,PRESIDENTE VENCESLAU,6995L,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
CAIUÁ,PRESIDENTE VENCESLAU,7277A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - PRESIDENTE EPITACIO,Semiurbana
CAIUÁ,SANTO ANASTÁCIO,6995A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CAIUÁ,SANTO ANASTÁCIO,6995L,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
CAIUÁ,SANTO ANASTÁCIO,7277A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - PRESIDENTE EPITACIO,Semiurbana
CAIUÁ,SÃO PAULO,6995A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CAIUÁ,SÃO PAULO,6995L,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
CAJAMAR,CAMPO LIMPO PAULISTA,7187C,RAPIDO LUXO CAMPINAS LTDA,CAMPO LIMPO PAULISTA - CAJAMAR,Semiurbana
CAJAMAR,CAMPO LIMPO PAULISTA,7187F,RAPIDO LUXO CAMPINAS LTDA,CAMPO LIMPO PAULISTA - CAJAMAR,Semiurbana
CAJAMAR,ITATIBA,8843A,RAPIDO FENIX VIAÇÃO LTDA,ITATIBA - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
CAJAMAR,JUNDIAÍ,8843A,RAPIDO FENIX VIAÇÃO LTDA,ITATIBA - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
CAJAMAR,JUNDIAÍ,7187B,RAPIDO LUXO CAMPINAS LTDA,JUNDIAI - CAJAMAR,Semiurbana
CAJAMAR,JUNDIAÍ,7187E,RAPIDO LUXO CAMPINAS LTDA,JUNDIAI - CAJAMAR,Semiurbana
CAJAMAR,SÃO PAULO,8843A,RAPIDO FENIX VIAÇÃO LTDA,ITATIBA - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
CAJATI,CANANÉIA,7463A,VALLESUL TRANSPORTES E TURISMO LTDA,PARIQUERA-ACU - CAJATI,Rodoviária Litorânea
CAJATI,EMBU,8164A,VALLESUL TRANSPORTES E TURISMO LTDA,SÃO PAULO(BARRA FUNDA) - CAJATI,Rodoviária Convencional
CAJATI,JACUPIRANGA,7578A,PORTO DE REGISTRO TRANSPORTES LTDA,REGISTRO - CAJATI,Semiurbana
CAJATI,JACUPIRANGA,8161A,PORTO DE REGISTRO TRANSPORTES LTDA,REGISTRO - CAJATI,Semiurbana
CAJATI,JACUPIRANGA,8162A,PORTO DE REGISTRO TRANSPORTES LTDA,REGISTRO - CAJATI,Semiurbana
CAJATI,JACUPIRANGA,9676A,PORTO DE REGISTRO TRANSPORTES LTDA,REGISTRO - BARRA DO TURVO,Semiurbana
CAJATI,JACUPIRANGA,8164A,VALLESUL TRANSPORTES E TURISMO LTDA,SÃO PAULO(BARRA FUNDA) - CAJATI,Rodoviária Convencional
CAJATI,JUQUIÁ,8164A,VALLESUL TRANSPORTES E TURISMO LTDA,SÃO PAULO(BARRA FUNDA) - CAJATI,Rodoviária Convencional
CAJATI,JUQUITIBA,8164A,VALLESUL TRANSPORTES E TURISMO LTDA,SÃO PAULO(BARRA FUNDA) - CAJATI,Rodoviária Convencional
CAJATI,MIRACATU,8164A,VALLESUL TRANSPORTES E TURISMO LTDA,SÃO PAULO(BARRA FUNDA) - CAJATI,Rodoviária Convencional
CAJATI,PARIQUERA-AÇU,7578A,PORTO DE REGISTRO TRANSPORTES LTDA,REGISTRO - CAJATI,Semiurbana
CAJATI,PARIQUERA-AÇU,8161A,PORTO DE REGISTRO TRANSPORTES LTDA,REGISTRO - CAJATI,Semiurbana
CAJATI,PARIQUERA-AÇU,8162A,PORTO DE REGISTRO TRANSPORTES LTDA,REGISTRO - CAJATI,Semiurbana
CAJATI,PARIQUERA-AÇU,9676A,PORTO DE REGISTRO TRANSPORTES LTDA,REGISTRO - BARRA DO TURVO,Semiurbana
CAJATI,PARIQUERA-AÇU,7463A,VALLESUL TRANSPORTES E TURISMO LTDA,PARIQUERA-ACU - CAJATI,Rodoviária Litorânea
CAJATI,PARIQUERA-AÇU,8164A,VALLESUL TRANSPORTES E TURISMO LTDA,SÃO PAULO(BARRA FUNDA) - CAJATI,Rodoviária Convencional
CAJATI,REGISTRO,7578A,PORTO DE REGISTRO TRANSPORTES LTDA,REGISTRO - CAJATI,Semiurbana
CAJATI,REGISTRO,8161A,PORTO DE REGISTRO TRANSPORTES LTDA,REGISTRO - CAJATI,Semiurbana
CAJATI,REGISTRO,8162A,PORTO DE REGISTRO TRANSPORTES LTDA,REGISTRO - CAJATI,Semiurbana
CAJATI,REGISTRO,9676A,PORTO DE REGISTRO TRANSPORTES LTDA,REGISTRO - BARRA DO TURVO,Semiurbana
CAJATI,REGISTRO,8164A,VALLESUL TRANSPORTES E TURISMO LTDA,SÃO PAULO(BARRA FUNDA) - CAJATI,Rodoviária Convencional
CAJATI,SÃO PAULO,8164A,VALLESUL TRANSPORTES E TURISMO LTDA,SÃO PAULO(BARRA FUNDA) - CAJATI,Rodoviária Convencional
CAJOBI,OLÍMPIA,9000A,VIAÇÃO LUWASA LTDA,CAJOBI - OLIMPIA,Semiurbana
CAJOBI,SEVERÍNIA,9000A,VIAÇÃO LUWASA LTDA,CAJOBI - OLIMPIA,Semiurbana
CAJURU,CAMPINAS,2749A,VIAÇÃO DANUBIO AZUL LTDA,CAJURU - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
CAJURU,CAMPINAS,2749E,VIAÇÃO DANUBIO AZUL LTDA,CAJURU - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
CAJURU,DIVINOLÂNDIA,4736A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - DIVINOLANDIA,Rodoviária Convencional
CAJURU,LEME,2749A,VIAÇÃO DANUBIO AZUL LTDA,CAJURU - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
CAJURU,LEME,2749E,VIAÇÃO DANUBIO AZUL LTDA,CAJURU - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
CAJURU,LUÍS ANTÔNIO,2749A,VIAÇÃO DANUBIO AZUL LTDA,CAJURU - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
CAJURU,LUÍS ANTÔNIO,2749E,VIAÇÃO DANUBIO AZUL LTDA,CAJURU - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
CAJURU,MOCOCA,4736A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - DIVINOLANDIA,Rodoviária Convencional
CAJURU,MOCOCA,8184A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - MOCOCA,Rodoviária Convencional
CAJURU,PIRASSUNUNGA,2749A,VIAÇÃO DANUBIO AZUL LTDA,CAJURU - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
CAJURU,PIRASSUNUNGA,2749E,VIAÇÃO DANUBIO AZUL LTDA,CAJURU - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
CAJURU,PORTO FERREIRA,2749A,VIAÇÃO DANUBIO AZUL LTDA,CAJURU - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
CAJURU,PORTO FERREIRA,2749E,VIAÇÃO DANUBIO AZUL LTDA,CAJURU - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
CAJURU,RIBEIRÃO PRETO,4736A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - DIVINOLANDIA,Rodoviária Convencional
CAJURU,RIBEIRÃO PRETO,8184A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - MOCOCA,Rodoviária Convencional
CAJURU,SANTA CRUZ DA ESPERANÇA,4736A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - DIVINOLANDIA,Rodoviária Convencional
CAJURU,SANTA CRUZ DA ESPERANÇA,8184A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - MOCOCA,Rodoviária Convencional
CAJURU,SANTA ROSA DE VITERBO,2749A,VIAÇÃO DANUBIO AZUL LTDA,CAJURU - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
CAJURU,SANTA ROSA DE VITERBO,2749E,VIAÇÃO DANUBIO AZUL LTDA,CAJURU - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
CAJURU,SÃO JOSÉ DO RIO PARDO,4736A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - DIVINOLANDIA,Rodoviária Convencional
CAJURU,SÃO PAULO,2749A,VIAÇÃO DANUBIO AZUL LTDA,CAJURU - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
CAJURU,SÃO PAULO,2749E,VIAÇÃO DANUBIO AZUL LTDA,CAJURU - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
CAJURU,SÃO SIMÃO,2749A,VIAÇÃO DANUBIO AZUL LTDA,CAJURU - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
CAJURU,SÃO SIMÃO,2749E,VIAÇÃO DANUBIO AZUL LTDA,CAJURU - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
CAJURU,SERRA AZUL,4736A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - DIVINOLANDIA,Rodoviária Convencional
CAJURU,SERRA AZUL,8184A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - MOCOCA,Rodoviária Convencional
CAJURU,SERRANA,4736A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - DIVINOLANDIA,Rodoviária Convencional
CAMPINA DO MONTE ALEGRE,ITAPETININGA,7227A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,SÃO PAULO(BARRA FUNDA) - BURI,Rodoviária Convencional
CAMPINA DO MONTE ALEGRE,ITAPETININGA,7646A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,BURI - SOROCABA,Rodoviária Convencional
CAMPINA DO MONTE ALEGRE,SÃO PAULO,7227A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,SÃO PAULO(BARRA FUNDA) - BURI,Rodoviária Convencional
CAMPINA DO MONTE ALEGRE,SOROCABA,7227A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,SÃO PAULO(BARRA FUNDA) - BURI,Rodoviária Convencional
CAMPINA DO MONTE ALEGRE,SOROCABA,7646A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,BURI - SOROCABA,Rodoviária Convencional
CAMPINAS,CAMPOS DO JORDÃO,6290A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,CAMPOS DO JORDAO - CAMPINAS,Rodoviária Convencional
CAMPINAS,CANITAR,7789A,EMPRESA PRINCESA DO NORTE S/A,OURINHOS - CAMPINAS,Rodoviária Convencional
CAMPINAS,CAPIVARI,3461A,VB TRANSPORTES E TURISMO LTDA,BOTUCATU - CAMPINAS,Rodoviária Convencional
CAMPINAS,CAPIVARI,3809A,VB TRANSPORTES E TURISMO LTDA,MONTE MOR - CAPIVARI,Rodoviária Convencional
CAMPINAS,CAPIVARI,0990A,VB TRANSPORTES E TURISMO LTDA,CAMPINAS - GUARULHOS(AER.INT.CUMBICA,Rodoviária Convencional
CAMPINAS,CARDOSO,4889B,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
CAMPINAS,CASA BRANCA,4319A,VIAÇÃO SANTA CRUZ LTDA,SÃO PAULO (T.TIÊTE) - MOCOCA,Rodoviária Convencional
CAMPINAS,CASA BRANCA,4359A,VIAÇÃO SANTA CRUZ LTDA,SÃO PAULO (T.TIÊTE) - TAPIRATIBA,Rodoviária Convencional
CAMPINAS,CASA BRANCA,8401A,VIAÇÃO SANTA CRUZ LTDA,SÃO PAULO (T.TIÊTE) - CASA BRANCA,Rodoviária Convencional
CAMPINAS,CASA BRANCA,8507A,VIAÇÃO SANTA CRUZ LTDA,SÃO PAULO (T.TIÊTE) - SAO JOSE DO RIO PARDO,Rodoviária Convencional
CAMPINAS,CATANDUVA,1384A,VIAÇÃO COMETA S/A,SÃO PAULO(BARRA FUNDA) - SAO JOSE DO RIO PRETO,Rodoviária Convencional
CAMPINAS,CATANDUVA,7095A,VIAÇÃO COMETA S/A,CAMPINAS - SAO JOSE DO RIO PRETO,Rodoviária Convencional
CAMPINAS,CATANDUVA,7095B,VIAÇÃO COMETA S/A,CAMPINAS - SAO JOSE DO RIO PRETO,Rodoviária Convencional
CAMPINAS,CATANDUVA,7095E,VIAÇÃO COMETA S/A,CAMPINAS - SAO JOSE DO RIO PRETO,Rodoviária Convencional
CAMPINAS,CATANDUVA,7903A,VIAÇÃO COMETA S/A,SÃO PAULO(BARRA FUNDA) - CATANDUVA,Rodoviária Convencional
CAMPINAS,CERQUILHO,7789A,EMPRESA PRINCESA DO NORTE S/A,OURINHOS - CAMPINAS,Rodoviária Convencional
CAMPINAS,CHAVANTES,7789A,EMPRESA PRINCESA DO NORTE S/A,OURINHOS - CAMPINAS,Rodoviária Convencional
CAMPINAS,COLINA,7461A,VIAÇÃO DANUBIO AZUL LTDA,SÃO PAULO (T.TIÊTE) - GUAIRA,Rodoviária Convencional
CAMPINAS,COLINA,7461E,VIAÇÃO DANUBIO AZUL LTDA,SÃO PAULO (T.TIÊTE) - GUAIRA,Rodoviário Executivo
CAMPINAS,COLINA,8180A,VIAÇÃO DANUBIO AZUL LTDA,CAMPINAS - BARRETOS,Rodoviária Convencional
CAMPINAS,COLINA,8478A,VIAÇÃO DANUBIO AZUL LTDA,BARRETOS - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
CAMPINAS,COLINA,8478E,VIAÇÃO DANUBIO AZUL LTDA,BARRETOS - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
CAMPINAS,CONCHAL,6194A,VB TRANSPORTES E TURISMO LTDA,CONCHAL - COSMOPOLIS,Rodoviária Convencional
CAMPINAS,CONCHAS,3461A,VB TRANSPORTES E TURISMO LTDA,BOTUCATU - CAMPINAS,Rodoviária Convencional
CAMPINAS,CORDEIRÓPOLIS,0045A,VB TRANSPORTES E TURISMO LTDA,SÃO PAULO (T.TIÊTE) - RIO CLARO,Rodoviária Convencional
CAMPINAS,CORDEIRÓPOLIS,0047A,VB TRANSPORTES E TURISMO LTDA,CAMPINAS - RIO CLARO,Rodoviária Convencional
CAMPINAS,COSMÓPOLIS,6194A,VB TRANSPORTES E TURISMO LTDA,CONCHAL - COSMOPOLIS,Rodoviária Convencional
CAMPINAS,COSMORAMA,4889A,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
CAMPINAS,COSMORAMA,4889B,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
CAMPINAS,COSMORAMA,4889E,EXPRESSO ITAMARATI S/A,SAO BERNARDO DO CAMPO - SANTA FE DO SUL,Rodoviário Executivo
CAMPINAS,COSMORAMA,4889L,EXPRESSO ITAMARATI S/A,SAO BERNARDO DO CAMPO - SANTA FE DO SUL,Rodoviário Leito
CAMPINAS,CRAVINHOS,7051A,VIAÇÃO COMETA S/A,CAMPINAS - FRANCA,Rodoviária Convencional
CAMPINAS,DESCALVADO,5593A,VIAÇÃO DANUBIO AZUL LTDA,SÃO PAULO (T.TIÊTE) - DESCALVADO,Rodoviária Convencional
CAMPINAS,DESCALVADO,5593E,VIAÇÃO DANUBIO AZUL LTDA,SÃO PAULO (T.TIÊTE) - DESCALVADO,Rodoviário Executivo
CAMPINAS,DIVINOLÂNDIA,2741A,VIAÇÃO SANTA CRUZ LTDA,AGUAI - SAO JOAO DA BOA VISTA,Rodoviária Convencional
CAMPINAS,DOIS CÓRREGOS,6433A,VIAÇÃO PIRACICABANA S/A,BAURU - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CAMPINAS,DOLCINÓPOLIS,4889B,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
CAMPINAS,DOURADO,8831A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,JAU - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CAMPINAS,DRACENA,7847A,EXPRESSO ADAMANTINA LTDA,TUPI PAULISTA - CAMPINAS,Rodoviária Convencional
CAMPINAS,ELIAS FAUSTO,3461A,VB TRANSPORTES E TURISMO LTDA,BOTUCATU - CAMPINAS,Rodoviária Convencional
CAMPINAS,ELIAS FAUSTO,3809A,VB TRANSPORTES E TURISMO LTDA,MONTE MOR - CAPIVARI,Rodoviária Convencional
CAMPINAS,ELIAS FAUSTO,0989A,VIAÇÃO LIRA LTDA,CAMPINAS - ELIAS FAUSTO,Rodoviária Convencional
CAMPINAS,ENGENHEIRO COELHO,6194A,VB TRANSPORTES E TURISMO LTDA,CONCHAL - COSMOPOLIS,Rodoviária Convencional
CAMPINAS,ESPÍRITO SANTO DO PINHAL,6950A,VIAÇÃO SANTA CRUZ LTDA,CAMPINAS - SANTO ANTONIO JARDIM,Rodoviária Convencional
CAMPINAS,ESPÍRITO SANTO DO PINHAL,7964A,VIAÇÃO SANTA CRUZ LTDA,CAMPINAS - ESPIRITO SANTO PINHAL,Rodoviária Convencional
CAMPINAS,ESPÍRITO SANTO DO PINHAL,8079A,VIAÇÃO SANTA CRUZ LTDA,CAMPINAS - ESPIRITO SANTO PINHAL,Rodoviária Convencional
CAMPINAS,ESPÍRITO SANTO DO PINHAL,8079B,VIAÇÃO SANTA CRUZ LTDA,CAMPINAS - ESPIRITO SANTO PINHAL,Rodoviária Convencional
CAMPINAS,ESTIVA GERBI,2741A,VIAÇÃO SANTA CRUZ LTDA,AGUAI - SAO JOAO DA BOA VISTA,Rodoviária Convencional
CAMPINAS,ESTRELA D'OESTE,4889A,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
CAMPINAS,ESTRELA D'OESTE,4889E,EXPRESSO ITAMARATI S/A,SAO BERNARDO DO CAMPO - SANTA FE DO SUL,Rodoviário Executivo
CAMPINAS,ESTRELA D'OESTE,4889L,EXPRESSO ITAMARATI S/A,SAO BERNARDO DO CAMPO - SANTA FE DO SUL,Rodoviário Leito
CAMPINAS,FERNANDÓPOLIS,4889A,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
CAMPINAS,FERNANDÓPOLIS,4889E,EXPRESSO ITAMARATI S/A,SAO BERNARDO DO CAMPO - SANTA FE DO SUL,Rodoviário Executivo
CAMPINAS,FERNANDÓPOLIS,4889L,EXPRESSO ITAMARATI S/A,SAO BERNARDO DO CAMPO - SANTA FE DO SUL,Rodoviário Leito
CAMPINAS,FERNANDÓPOLIS,8463A,EXPRESSO ITAMARATI S/A,SANTA FE DO SUL - CAMPINAS,Rodoviária Convencional
CAMPINAS,FERNANDÓPOLIS,8463B,EXPRESSO ITAMARATI S/A,SANTA FE DO SUL - CAMPINAS,Rodoviária Convencional
CAMPINAS,FERNANDÓPOLIS,9084A,EXPRESSO ITAMARATI S/A,SAO BERNARDO DO CAMPO - JALES,Rodoviária Convencional
CAMPINAS,FERNANDÓPOLIS,9084L,EXPRESSO ITAMARATI S/A,SÃO PAULO(BARRA FUNDA) - JALES,Rodoviário Leito
CAMPINAS,FLOREAL,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CAMPINAS,FLOREAL,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
CAMPINAS,FLÓRIDA PAULISTA,7847A,EXPRESSO ADAMANTINA LTDA,TUPI PAULISTA - CAMPINAS,Rodoviária Convencional
CAMPINAS,FRANCA,7051A,VIAÇÃO COMETA S/A,CAMPINAS - FRANCA,Rodoviária Convencional
